"","Genus","Subgenus","Species","Subspecies","Accepted_name","Original_name","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_id","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","Uid"
"1532","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Sevilla",NA,"37.414","-5.969","uncert. < than 1km",1964,NA,NA,NA,"13/05/1964",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_5513"
"1533","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Caparica, Near Lisboa","38.613","-9.210","uncert. < than 1km",1964,6,23,"23/06/1964","23/06/1964","Colln. Mendoça","D. Baldock",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Mendoça Colln., Lisbon Museum","54_Wood_etal_5565"
"1534","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","40.513","-3.767","uncert. < than 1km",1964,NA,NA,NA,"09/07/1964",NA,"Leclercq J",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5583"
"1535","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","40.513","-3.767","uncert. < than 1km",1964,NA,NA,NA,"09/07/1964",NA,"Leclercq J",NA,4,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5584"
"1536","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Madrid","40.424","-3.648","uncert. < than 1km",1964,NA,NA,NA,"09/07/1964",NA,NA,NA,3,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5585"
"1537","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Valencia/València","Titaguas","39.869","-1.071","uncert. < than 1km",1964,NA,NA,NA,"17/07/1964",NA,"Leclercq J",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5657"
"1538","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Valencia/València","Titaguas","39.869","-1.071","uncert. < than 1km",1964,NA,NA,NA,"17/07/1964",NA,"Leclercq J",NA,3,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5658"
"1539","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Alicante/Alacant","Elche","38.240","-0.658","uncert. < than 1km",1964,NA,NA,NA,"02/09/1964",NA,"Warncke K",6,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_5775"
"1540","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Alicante/Alacant","Elche","38.240","-0.658","uncert. < than 1km",1964,NA,NA,NA,"02/09/1964",NA,"Warncke K",NA,11,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_5776"
"1541","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Málaga","Fuengirola","36.539","-4.620","uncert. < than 1km",1965,NA,NA,NA,"14/04/1965",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_5831"
"1542","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Málaga","Fuengirola","36.539","-4.620","uncert. < than 1km",1965,NA,NA,NA,"14/04/1965",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_5832"
"1543","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Málaga","Fuengirola","36.539","-4.620","uncert. < than 1km",1965,NA,NA,NA,"24/04/1965",NA,NA,9,NA,NA,NA,"Erlandsson 1979",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_5838"
"1544","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Málaga","Fuengirola","36.539","-4.620","uncert. < than 1km",1965,NA,NA,NA,"24/04/1965",NA,NA,NA,8,NA,NA,"Erlandsson 1979",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_5839"
"1545","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Barcelona","Cañet de Mar","41.596","2.580","uncert. < than 1km",1965,NA,NA,NA,"15/05/1965","Verges","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5853"
"1546","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Barcelona","Cañet de Mar","41.596","2.580","uncert. < than 1km",1965,NA,NA,NA,"15/05/1965",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGXK","54_Wood_etal_5854"
"1547","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Barcelona","Cañet de Mar","41.596","2.580","uncert. < than 1km",1965,NA,NA,NA,"25/06/1965",NA,"Leclercq J",NA,3,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5892"
"1548","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Madrid","Madrid (El Pardo)","40.424","-3.648","uncert. < than 1km",1966,NA,NA,NA,"10/06/1966",NA,NA,NA,1,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_6131"
"1549","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain",NA,"Cabo de Salou","41.041","1.156","uncert. < than 1km",1966,6,16,"16/06/1966","28/06/1966","Van Rossem","Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"VERHOEFF","54_Wood_etal_6151"
"1550","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain",NA,"Cabo de Salou","41.041","1.156","uncert. < than 1km",1966,6,16,"16/06/1966","28/06/1966","Van Rossem","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"VERHOEFF","54_Wood_etal_6152"
"1551","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain",NA,"Cabo de Salou","41.041","1.156","uncert. < than 1km",1966,6,16,"16/06/1966","28/06/1966","Van Rassem","Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_6153"
"1552","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain",NA,"Cabo de Salou","41.041","1.156","uncert. < than 1km",1966,6,16,"16/06/1966","28/06/1966","Van Rassem","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_6154"
"1553","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Soria","Herreros","41.776","-2.699","uncert. < than 1km",1966,NA,NA,NA,"08/07/1966",NA,"Warncke K",4,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_6166"
"1554","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Soria","Herreros","41.776","-2.699","uncert. < than 1km",1966,NA,NA,NA,"08/07/1966",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_6167"
"1555","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Âncora","41.810","-8.860","uncert. < than 1km",1966,7,13,"13/07/1966","19/07/1966","Yarrow","Warncke K",2,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6216"
"1556","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Âncora","41.810","-8.860","uncert. < than 1km",1966,7,13,"13/07/1966","19/07/1966","Yarrow","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6217"
"1557","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Âncora","41.810","-8.860","uncert. < than 1km",1966,7,13,"13/07/1966","19/07/1966",NA,"Warncke K",3,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6218"
"1558","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Âncora","41.810","-8.860","uncert. < than 1km",1966,7,13,"13/07/1966","19/07/1966",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6219"
"1559","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Soria","Herreros","41.776","-2.699","uncert. < than 1km",1966,7,8,"08/07/1966","09/08/1966","Yarrow","Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6298"
"1560","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Soria","Herreros","41.776","-2.699","uncert. < than 1km",1966,7,8,"08/07/1966","09/08/1966","Yarrow","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6299"
"1561","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Soria","Cidones","41.776","-2.579","uncert. < than 1km",1966,7,8,"08/07/1966","09/08/1966","Yarrow","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6300"
"1562","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Soria","Cidones","41.776","-2.579","uncert. < than 1km",1966,7,8,"08/07/1966","09/08/1966","Yarrow","Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6301"
"1563","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Soria","Cidones","41.776","-2.579","uncert. < than 1km",1966,7,8,"08/07/1966","09/08/1966","Yarrow","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6302"
"1564","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Soria","Herreros","41.776","-2.699","uncert. < than 1km",1966,7,8,"08/07/1966","09/08/1966","Yarrow","Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6303"
"1565","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Soria","Cidones","41.776","-2.579","uncert. < than 1km",1966,7,8,"08/07/1966","09/08/1966","Yarrow","Warncke K",4,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6304"
"1566","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Soria","Cidones","41.776","-2.579","uncert. < than 1km",1966,7,8,"08/07/1966","09/08/1966","Yarrow","Warncke K",NA,10,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6305"
"1567","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Soria","Velilla de la Sierra","41.776","-2.458","uncert. < than 1km",1966,NA,NA,NA,"09/08/1966","Yarrow","Warncke K",6,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6307"
"1568","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Soria","Velilla de la Sierra","41.776","-2.458","uncert. < than 1km",1966,NA,NA,NA,"09/08/1966","Yarrow","Warncke K",NA,10,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6308"
"1569","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Ávila","Ávila","40.683","-4.716","uncert. < than 1km",1967,NA,NA,NA,"03/06/1967",NA,"Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_6491"
"1570","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Cuenca","40.330","-1.882","uncert. < than 1km",1967,NA,NA,NA,"18/07/1967","Leclercq","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_6689"
"1571","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Cuenca","40.330","-1.882","uncert. < than 1km",1967,NA,NA,NA,"18/07/1967",NA,"Leclercq J",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_6690"
"1572","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Toledo",NA,"39.881","-3.994","uncert. < than 1km",1968,7,2,"02/07/1968","03/07/1968","Verhoeff","Warncke K",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"VERHOEFF","54_Wood_etal_7074"
"1573","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Toledo",NA,"39.881","-3.994","uncert. < than 1km",1969,NA,NA,NA,"17/06/1969","Verhoeff","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"VERHOEFF","54_Wood_etal_7329"
"1574","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Cádiz","Puerto Real","36.516","-6.152","uncert. < than 1km",1969,NA,NA,NA,"30/06/1969","Verhoeff","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"VERHOEFF","54_Wood_etal_7350"
"1575","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Cádiz","Puerto Real","36.516","-6.152","uncert. < than 1km",1969,NA,NA,NA,"30/06/1969","Verhoeff","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_7351"
"1576","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Toledo",NA,"39.881","-3.994","uncert. < than 1km",1969,NA,NA,NA,"10/07/1969","Verhoeff","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"VERHOEFF","54_Wood_etal_7410"
"1577","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Motilla de Palancar","39.609","-1.893","uncert. < than 1km",1969,NA,NA,NA,"17/07/1969",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_7480"
"1578","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Motilla de Palancar","39.519","-1.895","uncert. < than 1km",1969,NA,NA,NA,"17/07/1969",NA,"Leclercq J",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_7481"
"1579","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Olivares de Jucar","39.793","-2.358","uncert. < than 1km",1969,NA,NA,NA,"17/07/1969",NA,"Leclercq J",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_7482"
"1580","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Olivares de Jucar","39.793","-2.358","uncert. < than 1km",1969,NA,NA,NA,"17/07/1969",NA,"Leclercq J",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_7483"
"1581","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Valencia/València","Titaguas","39.869","-1.071","uncert. < than 1km",1969,NA,NA,NA,"17/07/1969",NA,"Leclercq J",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_7484"
"1582","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Valverde de Jucar","39.702","-2.242","uncert. < than 1km",1969,NA,NA,NA,"17/07/1969",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_7485"
"1583","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Valverde de Jucar","39.702","-2.242","uncert. < than 1km",1969,NA,NA,NA,"17/07/1969",NA,"Warncke K",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_7486"
"1584","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Valverde de Jucar","39.702","-2.242","uncert. < than 1km",1969,NA,NA,NA,"17/07/1969",NA,"Leclercq J",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_7487"
"1585","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain",NA,"Sanlúcar de Barrameda","36.792","-6.366","uncert. < than 1km",1970,NA,NA,NA,"17/05/1970",NA,"Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"MNHNP","54_Wood_etal_7971"
"1586","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain",NA,"Sanlúcar de Barrameda","36.792","-6.366","uncert. < than 1km",1970,NA,NA,NA,"17/05/1970",NA,"Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"MNHNP","54_Wood_etal_7972"
"1587","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Málaga","Marbella","36.536","-4.843","uncert. < than 1km",1970,5,20,"20/05/1970","22/05/1970","Weiring","Weiring",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"ZMA","54_Wood_etal_7985"
"1588","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Málaga","Marbella","36.536","-4.843","uncert. < than 1km",1970,NA,NA,NA,"24/05/1970",NA,"Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"ZMA","54_Wood_etal_7989"
"1589","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Portugal",NA,"Sines","37.950","-8.860","uncert. < than 1km",1970,6,5,"05/06/1970","05/06/1970","Colln. Mendoça","D. Michez",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Mendoça Colln., Lisbon Museum","54_Wood_etal_8007"
"1590","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Sines","37.950","-8.860","uncert. < than 1km",1970,6,16,"16/06/1970","16/06/1970","Colln. Mendoça","D. Baldock",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Mendoça Colln., Lisbon Museum","54_Wood_etal_8037"
"1591","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain",NA,"Santa María de Oya, Puerto de","41.957","-8.940","uncert. < than 1km",1970,NA,NA,NA,"17/07/1970","Pronk","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_8239"
"1592","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain",NA,"Santa María de Oya, Puerto de","41.957","-8.940","uncert. < than 1km",1970,NA,NA,NA,"17/07/1970","Pronk","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_8240"
"1593","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Portugal",NA,"Caldas Da Rainha","39.434","-9.174","uncert. < than 1km",1970,7,23,"23/07/1970","23/07/1970",NA,"Michez D",3,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_8300"
"1594","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Cuenca","Santa Cruz de Moya","39.963","-1.302","uncert. < than 1km",1970,NA,NA,NA,"25/07/1970",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_8353"
"1595","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Teruel","Libros","40.141","-1.181","uncert. < than 1km",1970,NA,NA,NA,"25/07/1970","Leclercq","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_8354"
"1596","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Teruel","Libros","40.141","-1.181","uncert. < than 1km",1970,NA,NA,NA,"25/07/1970",NA,"Leclercq J",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_8355"
"1597","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Teruel","Libros","40.141","-1.181","uncert. < than 1km",1970,NA,NA,NA,"26/07/1970","Leclercq","Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_8387"
"1598","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Teruel","Libros","40.141","-1.181","uncert. < than 1km",1970,NA,NA,NA,"26/07/1970",NA,"Warncke K",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGXK","54_Wood_etal_8388"
"1599","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Portugal",NA,"Sesimbra, Near Lisboa","38.450","-9.100","uncert. < than 1km",1971,5,21,"21/05/1971","21/05/1971","Colln. Mendoça","D. Baldock",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Mendoça Colln., Lisbon Museum","54_Wood_etal_8725"
"1600","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Cádiz","Grazalema","36.796","-5.410","uncert. < than 1km",1971,NA,NA,NA,"26/05/1971",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_8728"
"1601","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Portugal",NA,"Porto Alto, Santerem","38.920","-8.890","uncert. < than 1km",1971,6,13,"13/06/1971","13/06/1971","Colln. Mendoça","D. Michez",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Mendoça Colln., Lisbon Museum","54_Wood_etal_8759"
"1602","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Porto Alto, Santerem","38.920","-8.890","uncert. < than 1km",1971,6,13,"13/06/1971","13/06/1971","Colln. Mendoça","D. Michez",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Mendoça Colln., Lisbon Museum","54_Wood_etal_8760"
"1603","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Valencia/València","Valencia","39.495","-0.383","uncert. < than 1km",1971,NA,NA,NA,"15/06/1971","Yarrow","Michez D",7,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_8762"
"1604","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Valencia/València","Valencia","39.495","-0.383","uncert. < than 1km",1971,NA,NA,NA,"15/06/1971","Yarrow","Michez D",NA,11,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_8763"
"1605","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Albacete","La dehesa","38.620","-2.139","uncert. < than 1km",1971,5,29,"29/05/1971","29/06/1971","Yarrow","Michez D",6,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_8767"
"1606","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Albacete","La dehesa","38.620","-2.139","uncert. < than 1km",1971,5,29,"29/05/1971","29/06/1971","Yarrow","Michez D",NA,8,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_8768"
"1607","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Vila Nova de Milfontes","37.720","-8.790","uncert. < than 1km",1971,7,4,"04/07/1971","04/07/1971","Colln. Mendoça","D. Baldock",1,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Mendoça Colln., Lisbon Museum","54_Wood_etal_8779"
"1608","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Valladolid","Hornillos","41.404","-4.735","uncert. < than 1km",1972,NA,NA,NA,"01/07/1972","Moreda, L",NA,NA,NA,NA,1,"Gbif,2015",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_9417"
"1609","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Canillas","40.424","-3.648","uncert. < than 1km",1972,NA,NA,NA,"21/07/1972",NA,NA,1,NA,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_9507"
"1610","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Lleida","Espot","42.572","1.111","uncert. < than 1km",1972,NA,NA,NA,"24/07/1972","Dickson","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_9537"
"1611","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Lleida","Espot","42.572","1.111","uncert. < than 1km",1972,NA,NA,NA,"24/07/1972","Dickson","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_9538"
"1612","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Lleida","Espot","42.572","1.111","uncert. < than 1km",1972,NA,NA,NA,"26/07/1972","Dickson","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_9544"
