"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","female","male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Any.other.additional.data"
"Osmia","madeirensis",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Crepis","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Tolpis","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Bidens pilosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia ","niveata",NA,"Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Taraxacum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Chão da Ribeira "," 32.805233°","-17.114414°","<100m",2017,"junho",21,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Tolpis","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Chão da Ribeira "," 32.805233°","-17.114414°","<100m",2017,"junho",21,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Trifolium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Chão da Ribeira "," 32.805233°","-17.114414°","<100m",2017,"junho",21,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Rabaçal - Risco"," 32.761199°","-17.129399°","<200m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",3,0,0,0,NA,"Umbeliferae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Fanal"," 32.818309°","-17.154974°","<100m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Lombo do Mouro"," 32.748180°","-17.031869°","<500m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Oenanthe divaricata","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",3,0,0,0,NA,"Andryala glandulosa","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Lombo do Mouro"," 32.748180°","-17.031869°","<500m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Sonchus pinnatus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Pico das Pedras"," 32.771199°","-16.917459°","<100m",2017,"junho",10,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"Junho",2,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Argyranthemum","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"Junho",2,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"june",17,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"june",17,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Boca da Corrida"," 32.710815°","-16.986935°","<100m",2017,"june",19,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"june",17,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"june",17,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Boca da Corrida"," 32.710815°","-16.986935°","<100m",2017,"june",19,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Rabaçal - 25 fontes"," 32.764419°","-17.131978°","<200m",2017,"june",24,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,1,0,0,NA,"Tolpis","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Rabaçal - 25 fontes"," 32.764419°","-17.131978°","<200m",2017,"june",24,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Umbeliferae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Rabaçal - Risco"," 32.761199°","-17.129399°","<200m",2017,"june",22,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Aeonium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Rabaçal - Risco"," 32.761199°","-17.129399°","<200m",2017,"june",22,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Argyranthemum","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Pico Ruivo"," 32.762107°","-16.932230°","<500m",2017,"junho",10,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Tolpis","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Chão da Ribeira "," 32.805233°","-17.114414°","<100m",2017,"june",21,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Raphanus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Chão da Ribeira "," 32.805233°","-17.114414°","<100m",2017,"june",21,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Rubus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Thymus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Micromeria","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Thymus caespititus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"june",24,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",3,0,0,0,NA,"Micromeria","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"Junho",2,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Bombus ","ruderatus",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Bombus","terrestris",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Thymus caespititus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Bombus","terrestris",NA,"Portugal","Madeira","Achada do Teixeira"," 32.764189°","-16.922347°","<100m",2017,"junho",10,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hylaeus ","maderensis",NA,"Portugal","Madeira","Ribeira da Camisa"," 32.803030°","-16.997298°","<500m",2017,"july",5,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hylaeus ","maderensis",NA,"Portugal","Madeira","Ribeira da Camisa"," 32.803030°","-16.997298°","<500m",2017,"july",5,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hylaeus ","maderensis",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"june",17,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hylaeus ","maderensis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"Junho",2,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hylaeus ","maderensis",NA,"Portugal","Madeira","Rabaçal - Risco"," 32.761199°","-17.129399°","<200m",2017,"june",22,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Argyranthemum","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Andryala","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Thymus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"june",17,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Micromeria","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Andryala glandulosa varia","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Lombo do Mouro"," 32.748180°","-17.031869°","<500m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Sonchus pinnatus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Andryala ","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Rabaçal"," 32.761199°","-17.129399°","<200m",2017,"july",8,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Estanquinhos"," 32.770375°","-17.069661°","<250m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Ribeira da Camisa"," 32.803030°","-16.997298°","<500m",2017,"july",5,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Estanquinhos"," 32.770375°","-17.069661°","<250m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Cytisus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Pico das Pedras"," 32.771199°","-16.917459°","<100m",2017,"junho",10,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"june",17,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Rabaçal- 25 fontes"," 32.764419°","-17.131978°","<200m",2017,"june",24,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Pericalis","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Ribeiro Frio"," 32.737463°","-16.884510°","<200m",2017,"july",3,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Tolpis","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Boca da Corrida"," 32.710815°","-16.986935°","<100m",2017,"june",19,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"june",17,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Vaccinium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
