"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","COLLECTION","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Bombus",NA,"Bombus lucorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-145","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,12,"DOI 10.1007/s11258-013-0247-146","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,6,"DOI 10.1007/s11258-013-0247-147","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-148","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,8,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-149","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,8,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-150","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,9,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-151","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,4,23,NA,NA,"S. Castro","S. Castro",NA,NA,NA,13,"DOI 10.1007/s11258-013-0247-152","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,4,23,NA,NA,"S. Castro","S. Castro",NA,NA,NA,23,"DOI 10.1007/s11258-013-0247-153","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,4,23,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-154","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,4,23,NA,NA,"S. Castro","S. Castro",NA,NA,NA,7,"DOI 10.1007/s11258-013-0247-155","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-156","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-157","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-158","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Osmia",NA,"Osmia rufa",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-159","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Halictus",NA,"Halictus sp.",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,7,"DOI 10.1007/s11258-013-0247-160","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
